Month of Order Date,Year of Order Date,2 in one,Profit,Sales
April,2014,383.976,81.5949,383.976
July,2017,22,1.375,22
April,2014,335.944,41.993,335.944
August,2017,4367.896,327.5922,4367.896
May,2014,99.99,37.9962,99.99
December,2015,99.6,36.852,99.6
December,2017,119.98,57.5904,119.98
June,2015,119.98,35.994,119.98
December,2015,50,10.5,50
July,2014,238,38.08,238
September,2015,21.98,8.5722,21.98
June,2015,989.97,395.988,989.97
March,2015,53.25,20.7675,53.25
April,2017,107.97,22.6737,107.97
July,2016,428.4,89.964,428.4
November,2017,43.5,10.875,43.5
November,2016,72,12.96,72
November,2017,82.95,29.0325,82.95
July,2017,234.95,32.893,234.95
May,2017,68.46,25.3302,68.46
October,2015,148.32,63.7776,148.32
February,2015,538.92,80.838,538.92
October,2017,435.84,130.752,435.84
November,2016,271.992,23.7993,271.992
September,2015,23.2,1.45,23.2
September,2015,35.12,13.17,35.12
December,2015,135.984,16.998,135.984
April,2015,479.92,41.993,479.92
March,2016,84.784,-20.1362,84.784
June,2016,201.584,12.599,201.584
July,2016,20.784,-4.6764,20.784
June,2015,140.376,8.773500000,140.376
December,2014,23.976,-5.6943,23.976
June,2017,71.976,8.997000000,71.976
April,2015,639.968,215.9892,639.968
June,2016,4476.8,503.64,4476.8
December,2017,95.84,34.742,95.84
December,2015,319.968,35.9964,319.968
June,2015,201.568,22.6764,201.568
July,2016,2799.96,944.9865,2799.96
December,2015,1199.96,224.9925,1199.96
June,2017,385.8,130.2075,385.8
April,2016,39.96,12.987,39.96
August,2014,399.96,34.9965,399.96
October,2014,383.96,38.396,383.96
December,2017,76.752,10.5534,76.752
March,2014,604.752,37.797,604.752
June,2016,862.344,97.013700000,862.344
December,2017,102.336,14.0712,102.336
October,2014,742.336,83.512800000,742.336
May,2014,1113.504,125.2692,1113.504
July,2016,109.95,36.2835,109.95
December,2017,142.8,29.988,142.8
September,2017,13.48,1.8872,13.48
July,2016,118.99,33.3172,118.99
September,2016,8.78,2.2828,8.78
December,2016,10.9,3.052,10.9
August,2017,79.78,29.5186,79.78
March,2017,99.98,42.9914,99.98
December,2016,59.98,25.1916,59.98
March,2015,23.92,6.6976,23.92
June,2015,299.98,83.9944,299.98
June,2015,41.9,11.732,41.9
November,2016,257.98,74.8142,257.98
September,2016,97.98,27.4344,97.98
October,2016,191.98,51.8346,191.98
July,2014,35.98,10.0744,35.98
August,2016,479.97,163.1898,479.97
December,2017,178.11,32.0598,178.11
November,2015,50.97,13.2522,50.97
August,2016,209.97,58.7916,209.97
November,2014,281.97,78.9516,281.97
May,2015,377.97,105.8316,377.97
September,2016,29.97,0.2997,29.97
July,2017,461.97,133.9713,461.97
September,2015,199.96,15.9968,199.96
August,2017,63.96,19.8276,63.96
September,2017,291.96,102.186,291.96
April,2016,259.96,124.7808,259.96
November,2015,263.96,76.5484,263.96
July,2016,635.96,165.3496,635.96
December,2017,2479.96,743.988,2479.96
December,2014,479.96,134.3888,479.96
July,2015,1099.96,285.9896,1099.96
December,2017,399.95,143.982,399.95
September,2016,279.95,67.188,279.95
October,2016,1649.75,544.4175,1649.75
September,2016,149.95,41.986,149.95
March,2015,769.95,223.2855,769.95
October,2016,125.7,35.196,125.7
August,2017,1454.49,378.1674,1454.49
June,2016,440.91,123.4548,440.91
October,2017,55.2,-2.07,55.2
February,2017,47.904,-2.994,47.904
March,2017,39.992,6.9986,39.992
November,2016,151.192,13.2293,151.192
May,2017,95.992,9.5992,95.992
May,2016,26.176,-3.272,26.176
March,2014,79.984,13.9972,79.984
November,2014,127.984,25.5968,127.984
April,2015,25.488,4.4604,25.488
February,2017,127.984,15.998,127.984
February,2015,18.528,4.4004,18.528
November,2016,24.032,-0.6008,24.032
May,2014,46.864,7.615400000,46.864
June,2017,148.48,16.704,148.48
November,2017,222.384,16.6788,222.384
December,2015,159.984,11.9988,159.984
May,2017,11.12,3.475,11.12
September,2017,39.984,-8.9964,39.984
July,2015,153.584,13.4386,153.584
May,2016,19.136,1.9136,19.136
March,2015,31.92,2.394,31.92
November,2014,148.48,16.704,148.48
June,2014,201.584,20.1584,201.584
August,2017,39.816,7.4655,39.816
December,2014,35.016,-2.1885,35.016
June,2015,2.376,0.7425,2.376
November,2016,81.576,2.039400000,81.576
November,2016,68.112,17.8794,68.112
September,2017,40.68,-7.119,40.68
April,2015,43.56,-4.9005,43.56
April,2015,47.976,1.7991,47.976
April,2014,227.976,28.497,227.976
October,2016,191.976,23.997,191.976
October,2015,479.976,161.9919,479.976
December,2014,323.976,36.4473,323.976
June,2015,971.88,109.3365,971.88
November,2014,241.176,15.0735,241.176
October,2017,16.68,5.2125,16.68
April,2015,239.976,17.9982,239.976
November,2014,88.776,7.7679,88.776
March,2016,431.976,32.3982,431.976
March,2017,470.376,47.0376,470.376
December,2015,255.968,51.1936,255.968
May,2017,191.968,28.7952,191.968
October,2015,108.768,2.719200000,108.768
December,2015,22.368,6.4308,22.368
April,2015,1439.968,485.9892,1439.968
January,2017,2003.168,250.396,2003.168
December,2014,35.04,-7.008,35.04
April,2017,383.84,47.98,383.84
January,2016,1439.968,143.9968,1439.968
July,2015,307.168,30.7168,307.168
May,2017,54.368,4.0776,54.368
July,2017,167.968,62.988,167.968
December,2014,65.44,-8.18,65.44
November,2016,171.96,45.1395,171.96
October,2014,1999.96,624.9875,1999.96
November,2017,195.96,19.596,195.96
December,2017,219.8,24.7275,219.8
November,2016,71.96,25.186,71.96
November,2017,299.96,37.495,299.96
November,2017,167.952,-27.2922,167.952
October,2016,106.08,-9.282,106.08
April,2015,383.952,47.994,383.952
November,2016,657.552,49.3164,657.552
May,2015,619.152,69.6546,619.152
September,2014,475.944,95.1888,475.944
April,2015,50.12,-0.626500000,50.12
November,2016,279.944,48.9902,279.944
March,2016,41.72,5.7365,41.72
March,2017,537.544,47.0351,537.544
April,2016,431.928,64.7892,431.928
July,2014,431.136,-26.946,431.136
May,2016,1979.928,148.4946,1979.928
September,2014,153.824,38.456,153.824
September,2016,1362.9,-19.470000000,1362.9
June,2014,418.8,-97.72,418.8
November,2015,287.91,33.5895,287.91
March,2016,287.91,33.5895,287.91
November,2014,998.85,-199.77,998.85
April,2015,99.6,36.852,99.6
August,2015,79.99,28.7964,79.99
December,2017,136.99,36.9873,136.99
November,2015,42.95,1.2885,42.95
May,2015,45.99,13.3371,45.99
February,2015,625.99,187.797,625.99
March,2017,238,38.08,238
September,2014,59.98,26.3912,59.98
August,2017,23.18,7.6494,23.18
September,2016,72.48,30.4416,72.48
December,2015,843.9,371.316,843.9
September,2015,659.9,217.767,659.9
September,2015,50,12,50
September,2017,212.8,95.76,212.8
September,2017,72.64,21.792,72.64
August,2014,199.98,83.9916,199.98
July,2017,257.98,74.8142,257.98
April,2014,19.98,5.1948,19.98
November,2015,89.98,43.1904,89.98
February,2016,90.48,23.5248,90.48
May,2016,257.98,74.8142,257.98
July,2014,73.98,19.9746,73.98
March,2017,299.9,74.975,299.9
December,2017,116.98,29.245,116.98
November,2016,13.98,3.9144,13.98
April,2016,25.98,0.779400000,25.98
September,2017,1299.66,350.9082,1299.66
December,2017,31.8,13.674,31.8
October,2017,45,4.95,45
September,2014,357,57.12,357
November,2016,59.97,14.9925,59.97
December,2016,89.97,18.8937,89.97
February,2016,89.97,39.5868,89.97
September,2017,59.97,20.3898,59.97
November,2017,10499.97,5039.9856,10499.97
June,2014,65.97,31.0059,65.97
July,2015,464.97,209.2365,464.97
November,2015,377.97,94.4925,377.97
November,2016,89.97,25.1916,89.97
December,2016,179.97,44.9925,179.97
December,2017,281.97,78.9516,281.97
September,2016,437.85,131.355,437.85
September,2014,377.97,109.6113,377.97
June,2017,239.97,67.1916,239.97
May,2017,539.97,134.9925,539.97
September,2015,209.97,58.7916,209.97
September,2017,104.85,28.3095,104.85
January,2017,137.94,35.8644,137.94
September,2017,91.96,39.5428,91.96
November,2017,7.88,2.5216,7.88
September,2017,480,225.6,480
December,2014,6999.96,2239.9872,6999.96
December,2015,39.96,10.3896,39.96
November,2014,783.96,219.5088,783.96
November,2015,503.96,125.99,503.96
November,2015,861.76,249.9104,861.76
September,2015,67.8,1.356000000,67.8
May,2016,95.1,30.432,95.1
May,2016,199.95,21.9945,199.95
November,2017,390.75,171.93,390.75
May,2016,3999.95,1159.9855,3999.95
March,2016,479.95,129.5865,479.95
July,2017,89.95,43.176,89.95
May,2016,345,86.25,345
November,2017,74.95,36.7255,74.95
March,2017,84.95,22.087,84.95
September,2016,468.9,206.316,468.9
May,2016,179.7,88.053,179.7
November,2015,1399.93,601.9699,1399.93
September,2015,629.93,296.0671,629.93
March,2016,4899.93,2400.9657,4899.93
June,2014,1322.93,357.1911,1322.93
November,2014,4548.81,1228.1787,4548.81
November,2016,881.93,220.4825,881.93
April,2015,1379.92,648.5624,1379.92
July,2017,543.92,135.98,543.92
December,2015,1619.91,97.194600000,1619.91
December,2014,263.96,42.8935,263.96
December,2017,14.2,3.3725,14.2
March,2016,39.992,7.4985,39.992
December,2015,25.488,4.4604,25.488
April,2017,27.12,-4.746,27.12
June,2017,63.92,19.176,63.92
December,2014,27.968,6.992,27.968
November,2014,58.416,16.7946,58.416
September,2015,879.984,329.994,879.984
September,2015,479.984,59.998,479.984
February,2015,71.976,0.899700000,71.976
November,2016,59.976,11.9952,59.976
October,2014,40.776,0.5097,40.776
May,2017,36.048,-0.901200000,36.048
July,2015,34.8,2.175,34.8
November,2017,40.776,0.5097,40.776
May,2015,27.552,-0.344400000,27.552
June,2014,86.376,1.0797,86.376
October,2015,288,57.6,288
September,2017,37.056,8.8008,37.056
September,2017,19.04,-1.428,19.04
June,2014,95.968,28.7904,95.968
November,2014,51.56,-6.445,51.56
December,2017,158.928,41.7186,158.928
October,2017,442.4,-55.300000000,442.4
May,2015,2799.944,1014.9797,2799.944
July,2014,13.494,-2.249,13.494
May,2014,779.796,-168.9558,779.796
September,2017,259.896,-56.3108,259.896
September,2017,258.528,-47.3968,258.528
July,2014,23.988,-13.993,23.988
October,2017,329.988,-76.9972,329.988
February,2015,323.982,-80.9955,323.982
June,2014,82.782,-15.1767,82.782
May,2016,122.382,-24.4764,122.382
November,2016,494.982,-115.4958,494.982
March,2017,53.982,-10.7964,53.982
April,2016,118.782,-27.7158,118.782
June,2017,358.2,41.79,358.2
May,2016,8399.976,1119.9968,8399.976
December,2014,1079.976,125.9972,1079.976
March,2016,158.376,-36.9544,158.376
November,2014,1502.376,-250.396,1502.376
March,2016,108.576,-25.3344,108.576
July,2017,285.576,-57.1152,285.576
November,2015,94.92,15.82,94.92
July,2017,599.97,69.9965,599.97
November,2017,359.97,-71.994,359.97
November,2015,110.97,-24.0435,110.97
October,2017,118.65,19.775,118.65
November,2014,539.964,-107.9928,539.964
November,2014,539.964,-107.9928,539.964
November,2014,50.232,-10.0464,50.232
November,2017,220.752,-40.4712,220.752
October,2016,235.152,-47.0304,235.152
July,2017,1889.946,-377.9892,1889.946
June,2017,545.916,72.7888,545.916
June,2014,206.991,-172.4925,206.991
November,2016,4499.985,-6599.978,4499.985
November,2016,30.345,-24.276,30.345
February,2015,29.99,2.999,29.99
May,2014,44.95,12.586,44.95
June,2016,135.95,39.4255,135.95
December,2016,399.98,171.9914,399.98
August,2017,659.9,217.767,659.9
May,2017,23.08,6.924,23.08
May,2014,135.98,33.995,135.98
September,2016,209.97,71.3898,209.97
December,2016,66.3,8.619,66.3
February,2014,234.45,103.158,234.45
December,2017,479.97,239.985,479.97
September,2014,209.97,90.2871,209.97
September,2015,59.97,0,59.97
May,2017,377.97,98.2722,377.97
July,2017,287.97,77.7519,287.97
June,2014,239.97,67.1916,239.97
August,2015,587.97,170.5113,587.97
July,2015,29.97,0.2997,29.97
May,2014,113.73,32.9817,113.73
May,2014,659.97,197.991,659.97
September,2015,113.73,32.9817,113.73
June,2015,467.97,140.391,467.97
May,2017,67.8,4.068,67.8
August,2015,79.96,18.3908,79.96
December,2017,52,23.4,52
June,2014,223.96,53.7504,223.96
September,2016,396,190.08,396
April,2016,29.56,7.9812,29.56
June,2017,503.96,125.99,503.96
July,2017,271.96,67.99,271.96
December,2016,249.95,19.996,249.95
September,2016,249.95,107.4785,249.95
September,2015,619.95,111.591,619.95
April,2015,469.95,131.586,469.95
September,2015,629.95,176.386,629.95
December,2015,101.94,21.4074,101.94
June,2015,53.7,10.203,53.7
August,2015,3080,1416.8,3080
January,2014,699.93,181.9818,699.93
June,2014,881.93,229.3018,881.93
April,2014,1049.93,293.9804,1049.93
January,2017,2939.93,764.3818,2939.93
November,2017,239.92,23.992,239.92
September,2016,1599.92,751.9624,1599.92
August,2015,251.91,47.8629,251.91
September,2015,1871.88,561.564,1871.88
June,2017,205.992,-2.574900000,205.992
October,2016,22.704,5.9598,22.704
November,2016,116.76,14.595,116.76
June,2017,110.4,-4.140000000,110.4
July,2017,24,-2.7,24
September,2014,47.984,13.1956,47.984
December,2017,46.864,7.615400000,46.864
August,2017,1.584,0.4752,1.584
November,2017,959.984,311.9948,959.984
April,2017,751.984,84.598200000,751.984
June,2015,55.984,4.1988,55.984
December,2016,249.584,31.198,249.584
December,2015,105.584,9.238600000,105.584
January,2016,108.784,10.8784,108.784
January,2017,111.984,6.999000000,111.984
September,2015,87.168,10.896,87.168
November,2017,383.976,81.5949,383.976
September,2016,1012.68,303.804,1012.68
December,2016,16.56,-2.484,16.56
December,2016,68.112,17.8794,68.112
November,2017,95.976,15.5961,95.976
June,2015,107.976,37.7916,107.976
October,2017,863.88,107.985,863.88
November,2015,177.48,19.9665,177.48
April,2014,302.376,37.797,302.376
December,2016,40.68,-9.153,40.68
September,2016,35.168,8.3524,35.168
September,2017,89.568,-1.119600000,89.568
April,2016,35.168,8.3524,35.168
December,2014,95.968,9.596800000,95.968
November,2015,111.96,-1.399500000,111.96
June,2015,72.6,-8.167500000,72.6
November,2017,431.16,107.79,431.16
March,2016,1363.96,85.2475,1363.96
June,2017,503.96,50.396,503.96
February,2014,180.96,13.572,180.96
December,2015,50.88,14.628,50.88
August,2016,705.544,70.554400000,705.544
November,2017,143.928,-32.3838,143.928
September,2014,1299.99,-571.9956,1299.99
December,2017,649,-272.58,649
September,2014,2624.985,-944.9946,2624.985
September,2016,36.24,15.2208,36.24
February,2016,36.24,15.2208,36.24
November,2014,10.99,4.2861,10.99
August,2014,16.36,1.636,16.36
September,2017,19.99,6.7966,19.99
August,2017,299.99,89.997,299.99
December,2016,72.64,21.792,72.64
November,2015,119.9,43.164,119.9
July,2017,50,10.5,50
October,2015,17.9,3.401,17.9
September,2016,999.98,449.991,999.98
December,2015,1265.85,556.974,1265.85
May,2014,149.97,52.4895,149.97
November,2016,479.97,177.5889,479.97
December,2016,772.47,146.7693,772.47
May,2014,56.4,3.384,56.4
April,2015,323.37,129.348,323.37
July,2017,140.97,19.7358,140.97
July,2014,170.97,70.0977,170.97
September,2017,101.34,8.107200000,101.34
June,2016,389.97,132.5898,389.97
July,2017,90.57,11.7741,90.57
April,2015,199.96,69.986,199.96
July,2015,519.96,176.7864,519.96
October,2017,46.36,15.2988,46.36
March,2014,45.48,15.918,45.48
November,2017,439.8,145.134,439.8
August,2017,55.76,7.8064,55.76
February,2017,799.96,343.9828,799.96
November,2016,479.72,52.7692,479.72
April,2017,199.95,21.9945,199.95
November,2016,595,95.2,595
August,2017,174.95,12.2465,174.95
December,2016,44.75,8.502500000,44.75
May,2016,120,46.8,120
April,2014,217.44,91.3248,217.44
May,2016,131.6,7.896,131.6
November,2017,111.79,43.5981,111.79
March,2017,1049.44,440.7648,1049.44
October,2017,1115.91,200.8638,1115.91
August,2014,92.52,18.504,92.52
April,2017,274.89,46.7313,274.89
March,2014,82.8,6.624,82.8
November,2017,223.58,87.1962,223.58
November,2017,1039.992,103.9992,1039.992
July,2016,55.992,3.4995,55.992
September,2017,5.56,1.7375,5.56
October,2014,15.992,-2.9985,15.992
July,2016,107.984,9.4486,107.984
December,2016,156.792,13.7193,156.792
November,2016,31.984,1.999,31.984
August,2015,30.08,-5.264,30.08
September,2017,89.584,4.479200000,89.584
September,2017,47.984,0.599800000,47.984
March,2017,479.984,59.998,479.984
March,2015,1119.984,377.9946,1119.984
May,2016,558.4,41.88,558.4
September,2014,686.32,223.054,686.32
November,2016,686.4,77.220000000,686.4
August,2015,558.4,41.88,558.4
September,2017,471.92,29.495,471.92
December,2015,111.984,11.1984,111.984
September,2017,201.584,12.599,201.584
February,2017,258.576,19.3932,258.576
June,2015,217.584,19.0386,217.584
December,2015,219.184,19.1786,219.184
September,2014,239.984,23.9984,239.984
November,2014,575.92,71.99,575.92
October,2017,148.48,16.704,148.48
November,2014,46.384,5.218200000,46.384
September,2016,239.984,23.9984,239.984
May,2015,201.584,20.1584,201.584
April,2014,105.584,9.238600000,105.584
July,2014,911.984,113.998,911.984
September,2016,1001.584,125.198,1001.584
October,2015,249.584,15.599,249.584
August,2014,95.976,-10.7973,95.976
September,2016,479.976,161.9919,479.976
January,2015,1919.976,215.9973,1919.976
April,2015,71.976,24.2919,71.976
May,2016,371.976,116.2425,371.976
August,2016,837.6,62.820000000,837.6
December,2016,302.376,22.6782,302.376
December,2017,196.776,14.7582,196.776
June,2015,143.976,8.998500000,143.976
August,2016,165.6,10.35,165.6
April,2015,88.776,7.7679,88.776
June,2016,177.48,19.9665,177.48
January,2017,160.776,10.0485,160.776
August,2015,43.176,15.1116,43.176
December,2015,287.88,35.985,287.88
December,2017,302.376,22.6782,302.376
November,2014,333.576,25.0182,333.576
July,2016,110.376,12.4173,110.376
January,2017,359.976,130.4913,359.976
August,2017,707.88,44.2425,707.88
July,2017,470.376,52.9173,470.376
August,2016,108.576,8.1432,108.576
November,2014,155.976,54.5916,155.976
December,2014,52.68,19.755,52.68
June,2017,88.776,7.7679,88.776
December,2016,431.976,26.9985,431.976
November,2014,102.24,-16.614,102.24
August,2015,252.8,-31.6,252.8
December,2015,58.08,-6.534,58.08
May,2015,46.688,-2.918,46.688
November,2014,447.968,139.99,447.968
April,2014,287.968,97.1892,287.968
December,2014,319.968,35.9964,319.968
August,2016,211.168,18.4772,211.168
November,2017,57.568,5.7568,57.568
September,2016,1091.168,68.198,1091.168
June,2016,38.24,-9.56,38.24
February,2016,159.968,-31.9936,159.968
November,2015,415.968,51.996,415.968
May,2016,211.168,23.7564,211.168
August,2015,438.368,38.3572,438.368
November,2014,438.336,-87.6672,438.336
April,2015,87.8,32.925,87.8
August,2015,1879.96,211.4955,1879.96
November,2017,22,1.375,22
November,2014,539.92,47.243,539.92
August,2016,339.96,42.495000000,339.96
July,2015,623.96,38.9975,623.96
June,2014,139.8,12.2325,139.8
February,2016,445.96,55.745000000,445.96
December,2015,675.96,84.495000000,675.96
August,2017,159.96,17.9955,159.96
April,2015,783.96,68.5965,783.96
May,2014,1432,125.3,1432
May,2014,43.6,4.36,43.6
August,2016,105.552,35.6238,105.552
December,2015,2548.56,286.713,2548.56
May,2015,775.728,58.1796,775.728
June,2017,89.544,12.3123,89.544
September,2017,279.944,80.4839,279.944
May,2015,2973.32,334.4985,2973.32
October,2017,128.744,-28.9674,128.744
November,2014,666.344,66.6344,666.344
September,2017,369.544,32.3351,369.544
November,2015,72.744,-15.4581,72.744
May,2017,419.944,52.493,419.944
August,2015,139.944,-31.4874,139.944
August,2014,1007.944,75.5958,1007.944
September,2016,44.736,4.4736,44.736
November,2014,601.536,60.1536,601.536
August,2014,806.336,50.396,806.336
August,2017,242.624,27.2952,242.624
June,2017,431.928,64.7892,431.928
August,2014,143.64,10.773,143.64
May,2017,1123.128,70.1955,1123.128
December,2014,103.92,-18.186,103.92
